Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENGREST_heat_load_shifting_1
5181,1,0.1279,1,1,1,1,1,1,0.142,0.1279,0,1,0.1883,1,1,1,1,1,1,0.2025,0.1883,0,1,0.4886,1,1,0.1671,0.4886,0,1,1,1,1,1,0.122689933,0,0.439578742,0.774951667
5182,1,0.1277,1,1,1,1,1,1,0.1559,0.1277,0,1,0.1882,1,1,1,1,1,1,0.1614,0.1882,0,1,0.4884,1,1,0.1186,0.4884,0,1,1,1,1,1,0.159030095,0,0.545299351,0.720879652
5183,1,0.1276,1,1,1,1,1,1,0.1333,0.1276,0,1,0.1881,1,1,1,1,1,1,0.1244,0.1881,0,1,0.4883,1,1,0.1028,0.4883,0,1,1,1,1,1,0.151232272,0,0.661164343,0.662457709
5184,1,0.1275,1,1,1,1,1,1,0.1978,0.1275,0,1,0.188,1,1,1,1,1,1,0.0584,0.188,0,1,0.4881,1,1,0.112,0.4881,0,1,1,1,1,1,0.201340541,0,0.658086419,0.614608507
5185,1,0.1273,1,1,1,1,1,1,0.1947,0.1273,0,1,0.1879,1,1,1,1,1,1,0.0463,0.1879,0,1,0.4879,1,1,0.1458,0.4879,0,1,1,1,1,1,0.142588556,0,0.589457273,0.580352827
5186,1,0.1272,1,1,1,1,1,1,0.1785,0.1272,0,1,0.1878,1,1,1,1,1,1,0.0219,0.1878,0,1,0.4878,1,1,0.1715,0.4878,0,1,1,1,1,1,0.139338553,0,0.659721076,0.558240696
5187,1,0.1271,1,1,1,1,1,1,0.0872,0.1271,0,1,0.1877,1,1,1,1,1,1,0.0118,0.1877,0,1,0.4876,1,1,0.1826,0.4876,0,1,1,1,1,1,0.084040269,0,0.686694503,0.544043016
5188,1,0.1269,1,1,1,1,1,1,0.1156,0.1269,0,1,0.1876,1,1,1,1,1,1,0.0655,0.1876,0,1,0.4874,1,1,0.1857,0.4874,0,1,1,1,1,1,0.134481475,0,0.754885197,0.539028516
5189,1,0.1268,1,1,1,1,1,1,0.1174,0.1268,0,1,0.1875,1,1,1,1,1,1,0.0524,0.1875,0,1,0.4873,1,1,0.1796,0.4873,0.0037,1,1,1,1,1,0.15474996,0,0.626356304,0.540901402
5190,1,0.1267,1,1,1,1,1,1,0.0748,0.1267,0.0634,1,0.1874,1,1,1,1,1,1,0,0.1874,0.0685,1,0.4871,1,1,0.1731,0.4871,0.0594,1,1,1,1,1,0.085307777,0.346320897,0.510386944,0.552319961
5191,1,0.1265,1,1,1,1,1,1,0.0427,0.1265,0.1953,1,0.1873,1,1,1,1,1,1,0.0045,0.1873,0.2031,1,0.4869,1,1,0.2051,0.4869,0.2013,1,1,1,1,1,0.018818991,0.52720511,0.721345305,0.592858869
5192,1,0.1264,1,1,1,1,1,1,0.1434,0.1264,0.3401,1,0.1872,1,1,1,1,1,1,0.0655,0.1872,0.3378,1,0.4868,1,1,0.1786,0.4868,0.3569,1,1,1,1,1,0.073275045,0.619322777,0.994559467,0.651401643
5193,1,0.1263,1,1,1,1,1,1,0.2423,0.1263,0.4563,1,0.1871,1,1,1,1,1,1,0.0791,0.1871,0.4464,1,0.4866,1,1,0.2349,0.4866,0.4877,1,1,1,1,1,0.109871462,0.690007448,0.967690885,0.713569357
5194,1,0.1261,1,1,1,1,1,1,0.2959,0.1261,0.5382,1,0.187,1,1,1,1,1,1,0.107,0.187,0.5376,1,0.4864,1,1,0.3603,0.4864,0.5574,1,1,1,1,1,0.221133143,0.763376296,1,0.765043499
5195,1,0.126,1,1,1,1,1,1,0.3424,0.126,0.5595,1,0.1869,1,1,1,1,1,1,0.1508,0.1869,0.5692,1,0.4863,1,1,0.4412,0.4863,0.5472,1,1,1,1,1,0.243243217,0.800259471,1,0.807153214
5196,1,0.1259,1,1,1,1,1,1,0.3981,0.1259,0.5479,1,0.1868,1,1,1,1,1,1,0.2529,0.1868,0.5578,1,0.4861,1,1,0.4901,0.4861,0.49,1,1,1,1,1,0.346642673,0.785894275,1,0.838448526
5197,1,0.1257,1,1,1,1,1,1,0.4028,0.1257,0.5425,1,0.1867,1,1,1,1,1,1,0.3134,0.1867,0.5184,1,0.4859,1,1,0.5334,0.4859,0.4801,1,1,1,1,1,0.365558922,0.768988252,1,0.853069116
5198,1,0.1256,1,1,1,1,1,1,0.538,0.1256,0.4874,1,0.1866,1,1,1,1,1,1,0.3848,0.1866,0.4012,1,0.4858,1,1,0.5764,0.4858,0.4103,1,1,1,1,1,0.457882494,0.650340736,1,0.857298212
5199,1,0.1255,1,1,1,1,1,1,0.5774,0.1255,0.3436,1,0.1865,1,1,1,1,1,1,0.1211,0.1865,0.2949,1,0.4856,1,1,0.704,0.4856,0.3335,1,1,1,1,1,0.494933009,0.423729271,1,0.857660706
5200,1,0.1253,1,1,1,1,1,1,0.4754,0.1253,0.2091,1,0.1864,1,1,1,1,1,1,0.1015,0.1864,0.1362,1,0.4854,1,1,0.6341,0.4854,0.2582,1,1,1,1,1,0.354170978,0.267626882,1,0.852042049
5201,1,0.1252,1,1,1,1,1,1,0.4455,0.1252,0.0838,1,0.1863,1,1,1,1,1,1,0.1202,0.1863,0.0494,1,0.4853,1,1,0.6071,0.4853,0.1401,1,1,1,1,1,0.32019949,0.128873423,1,0.834581924
5202,1,0.1251,1,1,1,1,1,1,0.3701,0.1251,0.0077,1,0.1862,1,1,1,1,1,1,0.067,0.1862,0.0186,1,0.4851,1,1,0.5185,0.4851,0.0227,1,1,1,1,1,0.263082415,0.029119074,1,0.817363461
5203,1,0.1249,1,1,1,1,1,1,0.3553,0.1249,0,1,0.1861,1,1,1,1,1,1,0.1122,0.1861,0,1,0.4849,1,1,0.4494,0.4849,0,1,1,1,1,1,0.2621108,0,1,0.804615756
5204,1,0.1248,1,1,1,1,1,1,0.4471,0.1248,0,1,0.1861,1,1,1,1,1,1,0.1009,0.1861,0,1,0.4848,1,1,0.3898,0.4848,0,1,1,1,1,1,0.28778863,0,1,0.800144998
5205,1,0.1247,1,1,1,1,1,1,0.5293,0.1247,0,1,0.186,1,1,1,1,1,1,0.2451,0.186,0,1,0.4846,1,1,0.5015,0.4846,0,1,1,1,1,1,0.338472515,0,1,0.767701788
5206,1,0.1245,1,1,1,1,1,1,0.4635,0.1245,0,1,0.1859,1,1,1,1,1,1,0.3173,0.1859,0,1,0.4844,1,1,0.4597,0.4844,0,1,1,1,1,1,0.300412357,0,1,0.711756887
5207,1,0.1244,1,1,1,1,1,1,0.4864,0.1244,0,1,0.1858,1,1,1,1,1,1,0.2927,0.1858,0,1,0.4843,1,1,0.4674,0.4843,0,1,1,1,1,1,0.268939644,0,1,0.652368294
5208,1,0.1243,1,1,1,1,1,1,0.3637,0.1243,0,1,0.1857,1,1,1,1,1,1,0.2376,0.1857,0,1,0.4841,1,1,0.4325,0.4841,0,1,1,1,1,1,0.220104218,0,1,0.60397535
5209,1,0.1241,1,1,1,1,1,1,0.2349,0.1241,0,1,0.1856,1,1,1,1,1,1,0.1587,0.1856,0,1,0.4839,1,1,0.3219,0.4839,0,1,1,1,1,1,0.196177557,0,1,0.574009183
5210,1,0.124,1,1,1,1,1,1,0.2896,0.124,0,1,0.1855,1,1,1,1,1,1,0.2134,0.1855,0,1,0.4838,1,1,0.2284,0.4838,0,1,1,1,1,1,0.1990619,0,1,0.556065732
5211,1,0.1239,1,1,1,1,1,1,0.2809,0.1239,0,1,0.1854,1,1,1,1,1,1,0.1855,0.1854,0,1,0.4836,1,1,0.1965,0.4836,0,1,1,1,1,1,0.218983397,0,1,0.547305462
5212,1,0.1237,1,1,1,1,1,1,0.2311,0.1237,0,1,0.1853,1,1,1,1,1,1,0.3543,0.1853,0,1,0.4834,1,1,0.233,0.4834,0,1,1,1,1,1,0.226224273,0,0.796083808,0.554132431
5213,1,0.1236,1,1,1,1,1,1,0.1376,0.1236,0,1,0.1852,1,1,1,1,1,1,0.3718,0.1852,0,1,0.4833,1,1,0.2701,0.4833,0,1,1,1,1,1,0.169292554,0,0.511404037,0.582467376
5214,1,0.1235,1,1,1,1,1,1,0.1011,0.1235,0.0532,1,0.1851,1,1,1,1,1,1,0.1803,0.1851,0.0727,1,0.4831,1,1,0.2162,0.4831,0.0597,1,1,1,1,1,0.135763764,0.337303579,0.746663809,0.632491542
5215,1,0.1233,1,1,1,1,1,1,0.0675,0.1233,0.1963,1,0.185,1,1,1,1,1,1,0.1084,0.185,0.2192,1,0.4829,1,1,0.1466,0.4829,0.2038,1,1,1,1,1,0.072352558,0.584555745,0.556291223,0.701848719
5216,1,0.1232,1,1,1,1,1,1,0.0443,0.1232,0.3625,1,0.1849,1,1,1,1,1,1,0.1033,0.1849,0.3872,1,0.4828,1,1,0.185,0.4828,0.3822,1,1,1,1,1,0.055249594,0.661860883,0.408908308,0.757008217
5217,1,0.1231,1,1,1,1,1,1,0.0741,0.1231,0.5001,1,0.1848,1,1,1,1,1,1,0.1572,0.1848,0.5172,1,0.4826,1,1,0.2034,0.4826,0.5097,1,1,1,1,1,0.119619414,0.764709532,0.415157497,0.795855486
5218,1,0.1229,1,1,1,1,1,1,0.0546,0.1229,0.5954,1,0.1847,1,1,1,1,1,1,0.2478,0.1847,0.6211,1,0.4824,1,1,0.2238,0.4824,0.5779,1,1,1,1,1,0.102232933,0.847005188,0.204441488,0.818330111
5219,1,0.1228,1,1,1,1,1,1,0.0904,0.1228,0.6276,1,0.1846,1,1,1,1,1,1,0.2245,0.1846,0.6258,1,0.4823,1,1,0.2399,0.4823,0.5536,1,1,1,1,1,0.102221884,0.860604525,0.083405599,0.83560899
5220,1,0.1227,1,1,1,1,1,1,0.0926,0.1227,0.6399,1,0.1845,1,1,1,1,1,1,0.2067,0.1845,0.631,1,0.4821,1,1,0.1666,0.4821,0.5559,1,1,1,1,1,0.102750465,0.870430589,0.009178435,0.846483809
5221,1,0.1225,1,1,1,1,1,1,0.1152,0.1225,0.6237,1,0.1844,1,1,1,1,1,1,0.1801,0.1844,0.6245,1,0.4819,1,1,0.2144,0.4819,0.5463,1,1,1,1,1,0.145471051,0.852373481,0.018651452,0.856935718
5222,1,0.1224,1,1,1,1,1,1,0.1013,0.1224,0.5738,1,0.1843,1,1,1,1,1,1,0.1227,0.1843,0.5806,1,0.4818,1,1,0.2399,0.4818,0.5055,1,1,1,1,1,0.101102404,0.820943773,0.059495453,0.861043983
5223,1,0.1223,1,1,1,1,1,1,0.1741,0.1223,0.436,1,0.1842,1,1,1,1,1,1,0.1169,0.1842,0.4625,1,0.4816,1,1,0.2604,0.4816,0.3903,1,1,1,1,1,0.106372789,0.721147478,0.046898954,0.862735621
5224,1,0.1221,1,1,1,1,1,1,0.0966,0.1221,0.335,1,0.1841,1,1,1,1,1,1,0.156,0.1841,0.3753,1,0.4814,1,1,0.2495,0.4814,0.2942,1,1,1,1,1,0.095863461,0.74947387,0.343601793,0.85898985
5225,1,0.122,1,1,1,1,1,1,0.1039,0.122,0.1634,1,0.184,1,1,1,1,1,1,0.1744,0.184,0.2149,1,0.4813,1,1,0.1903,0.4813,0.1476,1,1,1,1,1,0.094647564,0.622602642,0.715704799,0.844550507
5226,1,0.1219,1,1,1,1,1,1,0.0873,0.1219,0.0531,1,0.1839,1,1,1,1,1,1,0.147,0.1839,0.0789,1,0.4811,1,1,0.0747,0.4811,0.0473,1,1,1,1,1,0.051088583,0.399734885,0.640949607,0.812288545
5227,1,0.1217,1,1,1,1,1,1,0.0733,0.1217,0,1,0.1838,1,1,1,1,1,1,0.0596,0.1838,0,1,0.4809,1,1,0.0691,0.4809,0,1,1,1,1,1,0.05655735,0,0.689219475,0.778093282
5228,1,0.1216,1,1,1,1,1,1,0.0176,0.1216,0,1,0.1837,1,1,1,1,1,1,0.0824,0.1837,0,1,0.4808,1,1,0.0938,0.4808,0,1,1,1,1,1,0.025239374,0,0.416736484,0.76921218
5229,1,0.1215,1,1,1,1,1,1,0.0362,0.1215,0,1,0.1836,1,1,1,1,1,1,0.0722,0.1836,0,1,0.4806,1,1,0.1263,0.4806,0,1,1,1,1,1,0.055386275,0,0.232842356,0.726679555
5230,1,0.1213,1,1,1,1,1,1,0.0197,0.1213,0,1,0.1835,1,1,1,1,1,1,0.0724,0.1835,0,1,0.4804,1,1,0.1189,0.4804,0,1,1,1,1,1,0.03142057,0,0.16025874,0.651401643
5231,1,0.1212,1,1,1,1,1,1,0.011,0.1212,0,1,0.1835,1,1,1,1,1,1,0.1196,0.1835,0,1,0.4803,1,1,0.0904,0.4803,0,1,1,1,1,1,0.042402644,0,0.14209345,0.581923635
5232,1,0.1211,1,1,1,1,1,1,0.0096,0.1211,0,1,0.1834,1,1,1,1,1,1,0.1498,0.1834,0,1,0.4801,1,1,0.0879,0.4801,0,1,1,1,1,1,0.051639937,0,0.08015126,0.528878685
5233,1,0.1209,1,1,1,1,1,1,0.0075,0.1209,0,1,0.1833,1,1,1,1,1,1,0.1223,0.1833,0,1,0.4799,1,1,0.0839,0.4799,0,1,1,1,1,1,0.039862085,0,0.084740832,0.495891735
5234,1,0.1208,1,1,1,1,1,1,0.0103,0.1208,0,1,0.1832,1,1,1,1,1,1,0.1074,0.1832,0,1,0.4798,1,1,0.1175,0.4798,0,1,1,1,1,1,0.028509699,0,0.062339526,0.474987917
5235,1,0.1207,1,1,1,1,1,1,0.0172,0.1207,0,1,0.1831,1,1,1,1,1,1,0.0748,0.1831,0,1,0.4796,1,1,0.1161,0.4796,0,1,1,1,1,1,0.039779238,0,0.049204189,0.465381827
5236,1,0.1205,1,1,1,1,1,1,0.022,0.1205,0,1,0.183,1,1,1,1,1,1,0.02,0.183,0,1,0.4794,1,1,0.0773,0.4794,0,1,1,1,1,1,0.052712962,0,0.027778015,0.469127598
5237,1,0.1204,1,1,1,1,1,1,0.0155,0.1204,0,1,0.1829,1,1,1,1,1,1,0.0046,0.1829,0,1,0.4793,1,1,0.0543,0.4793,0.04,1,1,1,1,1,0.043451544,0,0.006803635,0.493052199
5238,1,0.1203,1,1,1,1,1,1,0.0038,0.1203,0.0746,1,0.1828,1,1,1,1,1,1,0,0.1828,0.0994,1,0.4791,1,1,0.0315,0.4791,0.0613,1,1,1,1,1,0.015630867,0.427815557,0,0.541384727
5239,1,0.1201,1,1,1,1,1,1,0,0.1201,0.2162,1,0.1827,1,1,1,1,1,1,0,0.1827,0.2393,1,0.4789,1,1,0.0034,0.4789,0.2121,1,1,1,1,1,0.001199329,0.68759948,0.002222084,0.605364911
5240,1,0.12,1,1,1,1,1,1,0,0.12,0.3836,1,0.1826,1,1,1,1,1,1,0,0.1826,0.3989,1,0.4788,1,1,0.0032,0.4788,0.3943,1,1,1,1,1,4.08E-05,0.812894881,0.015979944,0.651159981
5241,1,0.1199,1,1,1,1,1,1,0.0001,0.1199,0.5163,1,0.1825,1,1,1,1,1,1,0,0.1825,0.519,1,0.4786,1,1,0.0057,0.4786,0.5338,1,1,1,1,1,4.79E-05,0.85702616,0.019616768,0.688678105
5242,1,0.1197,1,1,1,1,1,1,0.0006,0.1197,0.6003,1,0.1824,1,1,1,1,1,1,0,0.1824,0.5913,1,0.4784,1,1,0.0036,0.4784,0.6399,1,1,1,1,1,0.000477076,0.858786583,0.017796846,0.722752537
5243,1,0.1196,1,1,1,1,1,1,0.0087,0.1196,0.5951,1,0.1823,1,1,1,1,1,1,0,0.1823,0.5587,1,0.4783,1,1,0.0053,0.4783,0.6639,1,1,1,1,1,0.002474416,0.818306148,0.016322982,0.748852102
5244,1,0.1195,1,1,1,1,1,1,0.0473,0.1195,0.5868,1,0.1822,1,1,1,1,1,1,0,0.1822,0.5667,1,0.4781,1,1,0.0071,0.4781,0.6657,1,1,1,1,1,0.007373528,0.798303246,0.010670651,0.767037216
5245,1,0.1193,1,1,1,1,1,1,0.126,0.1193,0.5494,1,0.1821,1,1,1,1,1,1,0.0045,0.1821,0.5267,1,0.4779,1,1,0.014,0.4779,0.6583,1,1,1,1,1,0.027216729,0.777243555,0.041603964,0.786491058
5246,1,0.1192,1,1,1,1,1,1,0.1486,0.1192,0.4993,1,0.182,1,1,1,1,1,1,0.0322,0.182,0.4768,1,0.4778,1,1,0.0311,0.4778,0.6034,1,1,1,1,1,0.03519183,0.710409343,0.077764735,0.797305462
5247,1,0.1191,1,1,1,1,1,1,0.131,0.1191,0.4083,1,0.1819,1,1,1,1,1,1,0.0522,0.1819,0.4037,1,0.4776,1,1,0.0132,0.4776,0.4825,1,1,1,1,1,0.033772565,0.62499702,0.081998721,0.804434509
5248,1,0.1189,1,1,1,1,1,1,0.1092,0.1189,0.2849,1,0.1818,1,1,1,1,1,1,0.0598,0.1818,0.3163,1,0.4774,1,1,0.0467,0.4774,0.3284,1,1,1,1,1,0.044430554,0.591783762,0.117523625,0.807878202
5249,1,0.1188,1,1,1,1,1,1,0.085,0.1188,0.1536,1,0.1817,1,1,1,1,1,1,0.0471,0.1817,0.1734,1,0.4773,1,1,0.0621,0.4773,0.1391,1,1,1,1,1,0.059102967,0.472123235,0.074798584,0.799480425
5250,1,0.1187,1,1,1,1,1,1,0.0794,0.1187,0.0439,1,0.1816,1,1,1,1,1,1,0.0049,0.1816,0.0594,1,0.4771,1,1,0.0576,0.4771,0.0434,1,1,1,1,1,0.049438905,0.2062148,0.030506987,0.776220396
5251,1,0.1185,1,1,1,1,1,1,0.0715,0.1185,0,1,0.1815,1,1,1,1,1,1,0.0066,0.1815,0,1,0.4769,1,1,0.1089,0.4769,0,1,1,1,1,1,0.048866514,0,0.039645053,0.752537458
5252,1,0.1184,1,1,1,1,1,1,0.1166,0.1184,0,1,0.1814,1,1,1,1,1,1,0.0403,0.1814,0,1,0.4768,1,1,0.1883,0.4768,0,1,1,1,1,1,0.102891169,0,0.038108077,0.755376994
5253,1,0.1183,1,1,1,1,1,1,0.1552,0.1183,0,1,0.1813,1,1,1,1,1,1,0.0829,0.1813,0,1,0.4766,1,1,0.1452,0.4766,0,1,1,1,1,1,0.145552754,0,0.064347647,0.72021508
5254,1,0.1181,1,1,1,1,1,1,0.1033,0.1181,0,1,0.1812,1,1,1,1,1,1,0.1136,0.1812,0,1,0.4764,1,1,0.0852,0.4764,0,1,1,1,1,1,0.088911518,0,0.027431719,0.653032866
5255,1,0.118,1,1,1,1,1,1,0.0878,0.118,0,1,0.1811,1,1,1,1,1,1,0.1466,0.1811,0,1,0.4763,1,1,0.0691,0.4763,0,1,1,1,1,1,0.071893618,0,0.041106313,0.587058966
5256,1,0.1179,1,1,1,1,1,1,0.1014,0.1179,0,1,0.181,1,1,1,1,1,1,0.1034,0.181,0,1,0.4761,1,1,0.0885,0.4761,0,1,1,1,1,1,0.081081986,0,0.012961764,0.53757854
5257,1,0.1177,1,1,1,1,1,1,0.0911,0.1177,0,1,0.1809,1,1,1,1,1,1,0.1917,0.1809,0,1,0.4759,1,1,0.0834,0.4759,0,1,1,1,1,1,0.0786746,0,0.031482521,0.504772837
5258,1,0.1176,1,1,1,1,1,1,0.1047,0.1176,0,1,0.1809,1,1,1,1,1,1,0.3109,0.1809,0,1,0.4758,1,1,0.0932,0.4758,0,1,1,1,1,1,0.098372683,0,0.005481491,0.483446109
5259,1,0.1175,1,1,1,1,1,1,0.1516,0.1175,0,1,0.1808,1,1,1,1,1,1,0.3719,0.1808,0,1,0.4756,1,1,0.0971,0.4756,0,1,1,1,1,1,0.149422035,0,0.002212529,0.472812953
5260,1,0.1173,1,1,1,1,1,1,0.122,0.1173,0,1,0.1807,1,1,1,1,1,1,0.2502,0.1807,0,1,0.4754,1,1,0.1304,0.4754,0,1,1,1,1,1,0.117198117,0,0.004257717,0.477887869
5261,1,0.1172,1,1,1,1,1,1,0.1118,0.1172,0.0006,1,0.1806,1,1,1,1,1,1,0.2107,0.1806,0,1,0.4753,1,1,0.1459,0.4753,0,1,1,1,1,1,0.119836949,0.003342974,0.013848655,0.504289512
5262,1,0.1171,1,1,1,1,1,1,0.0861,0.1171,0.082,1,0.1805,1,1,1,1,1,1,0.0916,0.1805,0.0875,1,0.4751,1,1,0.0776,0.4751,0.0593,1,1,1,1,1,0.112631716,0.402698517,0.010196717,0.554313678
5263,1,0.1169,1,1,1,1,1,1,0.0173,0.1169,0.2113,1,0.1804,1,1,1,1,1,1,0.001,0.1804,0.232,1,0.4749,1,1,0.0219,0.4749,0.2079,1,1,1,1,1,0.027525425,0.649757445,0.000590878,0.621133398
5264,1,0.1169,1,1,1,1,1,1,0.0011,0.1169,0.3761,1,0.1804,1,1,1,1,1,1,0,0.1804,0.3817,1,0.4749,1,1,0.0092,0.4749,0.3858,1,1,1,1,1,1.38E-05,0.749970257,0,0.677742871
5265,1,0.1169,1,1,1,1,1,1,0.0005,0.1169,0.4866,1,0.1804,1,1,1,1,1,1,0,0.1804,0.4963,1,0.4749,1,1,0.0015,0.4749,0.5203,1,1,1,1,1,1.05E-05,0.72707963,0,0.725471242
5266,1,0.1169,1,1,1,1,1,1,0.0042,0.1169,0.5673,1,0.1804,1,1,1,1,1,1,0,0.1804,0.5618,1,0.4749,1,1,0.0055,0.4749,0.614,1,1,1,1,1,0.001931071,0.785428047,0,0.771447559
5267,1,0.1169,1,1,1,1,1,1,0.0243,0.1169,0.5762,1,0.1804,1,1,1,1,1,1,0,0.1804,0.5639,1,0.4749,1,1,0.0241,0.4749,0.6257,1,1,1,1,1,0.001406692,0.791816473,0.003873438,0.806065732
5268,1,0.1169,1,1,1,1,1,1,0.0667,0.1169,0.5534,1,0.1804,1,1,1,1,1,1,0.0016,0.1804,0.5343,1,0.4749,1,1,0.0794,0.4749,0.6269,1,1,1,1,1,0.009188397,0.754199922,0.009581961,0.830534074
5269,1,0.1169,1,1,1,1,1,1,0.1432,0.1169,0.4949,1,0.1804,1,1,1,1,1,1,0.0257,0.1804,0.5166,1,0.4749,1,1,0.065,0.4749,0.613,1,1,1,1,1,0.027995195,0.727008581,0.068072394,0.853310778
5270,1,0.1169,1,1,1,1,1,1,0.215,0.1169,0.4754,1,0.1804,1,1,1,1,1,1,0.0122,0.1804,0.479,1,0.4749,1,1,0.116,0.4749,0.5523,1,1,1,1,1,0.047343403,0.764033198,0.100828834,0.865575157
5271,1,0.1169,1,1,1,1,1,1,0.2176,0.1169,0.3653,1,0.1804,1,1,1,1,1,1,0.0102,0.1804,0.3406,1,0.4749,1,1,0.1118,0.4749,0.4036,1,1,1,1,1,0.046788812,0.635479271,0.085513681,0.871254229
5272,1,0.1169,1,1,1,1,1,1,0.1651,0.1169,0.2285,1,0.1804,1,1,1,1,1,1,0,0.1804,0.2405,1,0.4749,1,1,0.1265,0.4749,0.2826,1,1,1,1,1,0.031057492,0.470116705,0.053560145,0.868958434
5273,1,0.1169,1,1,1,1,1,1,0.1127,0.1169,0.1159,1,0.1804,1,1,1,1,1,1,0.023,0.1804,0.1271,1,0.4749,1,1,0.0866,0.4749,0.1354,1,1,1,1,1,0.035739444,0.318608403,0.024610389,0.856754471
5274,1,0.1169,1,1,1,1,1,1,0.0892,0.1169,0.0169,1,0.1804,1,1,1,1,1,1,0,0.1804,0.0277,1,0.4749,1,1,0.0836,0.4749,0.0319,1,1,1,1,1,0.049820159,0.093168043,0.014905195,0.833011116
5275,1,0.1169,1,1,1,1,1,1,0.1629,0.1169,0,1,0.1804,1,1,1,1,1,1,0,0.1804,0,1,0.4749,1,1,0.1006,0.4749,0,1,1,1,1,1,0.118236624,0,0.007504491,0.812892702
5276,1,0.1169,1,1,1,1,1,1,0.1082,0.1169,0,1,0.1804,1,1,1,1,1,1,0.0341,0.1804,0,1,0.4749,1,1,0.0767,0.4749,0,1,1,1,1,1,0.104297504,0,0,0.815550991
5277,1,0.1169,1,1,1,1,1,1,0.0968,0.1169,0,1,0.1804,1,1,1,1,1,1,0.0702,0.1804,0,1,0.4749,1,1,0.0649,0.4749,0,1,1,1,1,1,0.151160985,0,0.001413704,0.776099565
5278,1,0.1169,1,1,1,1,1,1,0.0818,0.1169,0,1,0.1804,1,1,1,1,1,1,0.0621,0.1804,0,1,0.4749,1,1,0.0304,0.4749,0,1,1,1,1,1,0.166822568,0,0.06436079,0.70559449
5279,1,0.1169,1,1,1,1,1,1,0.0346,0.1169,0,1,0.1804,1,1,1,1,1,1,0.1476,0.1804,0,1,0.4749,1,1,0.0331,0.4749,0,1,1,1,1,1,0.117894545,0,0.146260947,0.633760271
5280,1,0.1169,1,1,1,1,1,1,0.0307,0.1169,0,1,0.1804,1,1,1,1,1,1,0.0923,0.1804,0,1,0.4749,1,1,0.0389,0.4749,0,1,1,1,1,1,0.06857568,0,0.019914966,0.578540358
5281,1,0.1169,1,1,1,1,1,1,0.1169,0.1169,0,1,0.1804,1,1,1,1,1,1,0.1132,0.1804,0,1,0.4749,1,1,0.0232,0.4749,0,1,1,1,1,1,0.110931031,0,0,0.54718463
5282,1,0.1169,1,1,1,1,1,1,0.0998,0.1169,0,1,0.1804,1,1,1,1,1,1,0.1553,0.1804,0,1,0.4749,1,1,0.0344,0.4749,0,1,1,1,1,1,0.094244637,0,0,0.526039149
5283,1,0.1169,1,1,1,1,1,1,0.0641,0.1169,0,1,0.1804,1,1,1,1,1,1,0.1125,0.1804,0,1,0.4749,1,1,0.0372,0.4749,0,1,1,1,1,1,0.057829801,0,0,0.516251812
5284,1,0.1169,1,1,1,1,1,1,0.0701,0.1169,0,1,0.1804,1,1,1,1,1,1,0.0769,0.1804,0,1,0.4749,1,1,0.0755,0.4749,0,1,1,1,1,1,0.04806054,0,0,0.521145481
5285,1,0.1169,1,1,1,1,1,1,0.0493,0.1169,0.0001,1,0.1804,1,1,1,1,1,1,0.0716,0.1804,0,1,0.4749,1,1,0.0576,0.4749,0,1,1,1,1,1,0.032057475,0,0.018775007,0.551172064
5286,1,0.1169,1,1,1,1,1,1,0.0375,0.1169,0.061,1,0.1804,1,1,1,1,1,1,0.0402,0.1804,0.0751,1,0.4749,1,1,0.0633,0.4749,0.0589,1,1,1,1,1,0.023219492,0.36635071,0,0.602102465
5287,1,0.1169,1,1,1,1,1,1,0,0.1169,0.2043,1,0.1804,1,1,1,1,1,1,0,0.1804,0.2253,1,0.4749,1,1,0.0266,0.4749,0.2061,1,1,1,1,1,0.000641658,0.616260588,0,0.668559691
