Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENGREST_heat_load_shifting_1
1475,1,0.4818,1,1,1,1,1,1,0.1502,0.4818,0.1481,1,0.3354,1,1,1,1,1,1,0,0.3354,0.1404,1,0.5947,1,1,0.6049,0.5947,0.2111,1,1,1,1,1,0.046351451,0.223132804,1,0.599202513
1476,1,0.4824,1,1,1,1,1,1,0.1546,0.4824,0.1729,1,0.3356,1,1,1,1,1,1,0.0213,0.3356,0.1899,1,0.5946,1,1,0.4834,0.5946,0.2479,1,1,1,1,1,0.047368135,0.275656879,1,0.590381827
1477,1,0.483,1,1,1,1,1,1,0.1938,0.483,0.2197,1,0.3359,1,1,1,1,1,1,0.0148,0.3359,0.2374,1,0.5946,1,1,0.3389,0.5946,0.322,1,1,1,1,1,0.077854082,0.336820513,1,0.57322378
1478,1,0.4836,1,1,1,1,1,1,0.1978,0.4836,0.1981,1,0.3361,1,1,1,1,1,1,0.1023,0.3361,0.3049,1,0.5946,1,1,0.2014,0.5946,0.4038,1,1,1,1,1,0.063200928,0.336473942,1,0.55582407
1479,1,0.4842,1,1,1,1,1,1,0.3191,0.4842,0.2511,1,0.3363,1,1,1,1,1,1,0.5985,0.3363,0.327,1,0.5946,1,1,0.1103,0.5946,0.369,1,1,1,1,1,0.293522865,0.422080398,1,0.544465926
1480,1,0.4848,1,1,1,1,1,1,0.3346,0.4848,0.2893,1,0.3366,1,1,1,1,1,1,0.6503,0.3366,0.3624,1,0.5946,1,1,0.1185,0.5946,0.2859,1,1,1,1,1,0.373637229,0.616692185,1,0.546701305
1481,1,0.4854,1,1,1,1,1,1,0.318,0.4854,0.0931,1,0.3368,1,1,1,1,1,1,0.6959,0.3368,0.1473,1,0.5946,1,1,0.2026,0.5946,0.0542,1,1,1,1,1,0.443012595,0.326315731,1,0.575036249
1482,1,0.486,1,1,1,1,1,1,0.2786,0.486,0,1,0.337,1,1,1,1,1,1,0.5222,0.337,0,1,0.5945,1,1,0.1927,0.5945,0,1,1,1,1,1,0.462583244,0,1,0.611466892
1483,1,0.4866,1,1,1,1,1,1,0.37,0.4866,0,1,0.3373,1,1,1,1,1,1,0.3222,0.3373,0,1,0.5945,1,1,0.2924,0.5945,0,1,1,1,1,1,0.466991663,0,1,0.597873369
1484,1,0.4872,1,1,1,1,1,1,0.2926,0.4872,0,1,0.3375,1,1,1,1,1,1,0.5625,0.3375,0,1,0.5945,1,1,0.2762,0.5945,0,1,1,1,1,1,0.326022953,0,1,0.579144514
1485,1,0.4878,1,1,1,1,1,1,0.5474,0.4878,0,1,0.3377,1,1,1,1,1,1,0.3875,0.3377,0,1,0.5945,1,1,0.3572,0.5945,0,1,1,1,1,1,0.561423182,0,1,0.550447076
1486,1,0.4884,1,1,1,1,1,1,0.6628,0.4884,0,1,0.338,1,1,1,1,1,1,0.3346,0.338,0,1,0.5945,1,1,0.413,0.5945,0,1,1,1,1,1,0.702121735,0,1,0.514560174
1487,1,0.489,1,1,1,1,1,1,0.5306,0.489,0,1,0.3382,1,1,1,1,1,1,0.4894,0.3382,0,1,0.5944,1,1,0.4878,0.5944,0,1,1,1,1,1,0.592050672,0,1,0.477162881
1488,1,0.4896,1,1,1,1,1,1,0.5144,0.4896,0,1,0.3384,1,1,1,1,1,1,0.5745,0.3384,0,1,0.5944,1,1,0.4669,0.5944,0,1,1,1,1,1,0.549934447,0,1,0.447257129
1489,1,0.4902,1,1,1,1,1,1,0.4576,0.4902,0,1,0.3387,1,1,1,1,1,1,0.4326,0.3387,0,1,0.5944,1,1,0.5006,0.5944,0,1,1,1,1,1,0.505604684,0,1,0.4290116
1490,1,0.4908,1,1,1,1,1,1,0.4611,0.4908,0,1,0.3389,1,1,1,1,1,1,0.2948,0.3389,0,1,0.5944,1,1,0.6019,0.5944,0,1,1,1,1,1,0.572264493,0,0.99257803,0.418861769
1491,1,0.4914,1,1,1,1,1,1,0.332,0.4914,0,1,0.3391,1,1,1,1,1,1,0.2165,0.3391,0,1,0.5944,1,1,0.5517,0.5944,0,1,1,1,1,1,0.433350623,0,0.545916021,0.414693088
1492,1,0.492,1,1,1,1,1,1,0.2637,0.492,0,1,0.3394,1,1,1,1,1,1,0.1931,0.3394,0,1,0.5944,1,1,0.5052,0.5944,0,1,1,1,1,1,0.366017401,0,0.171151966,0.417834703
1493,1,0.4926,1,1,1,1,1,1,0.1611,0.4926,0,1,0.3396,1,1,1,1,1,1,0.0972,0.3396,0,1,0.5943,1,1,0.4833,0.5943,0,1,1,1,1,1,0.257029861,0,0.076044418,0.429253262
1494,1,0.4932,1,1,1,1,1,1,0.0844,0.4932,0,1,0.3398,1,1,1,1,1,1,0.0144,0.3398,0,1,0.5943,1,1,0.3692,0.5943,0,1,1,1,1,1,0.160023004,0,0.035946719,0.447559207
1495,1,0.4938,1,1,1,1,1,1,0.0789,0.4938,0.0225,1,0.3401,1,1,1,1,1,1,0.0027,0.3401,0.0184,1,0.5943,1,1,0.3284,0.5943,0.0925,1,1,1,1,1,0.153576329,0.044885438,0.063634515,0.473840019
1496,1,0.4944,1,1,1,1,1,1,0.0437,0.4944,0.1601,1,0.3403,1,1,1,1,1,1,0.0054,0.3403,0.1664,1,0.5943,1,1,0.2563,0.5943,0.2424,1,1,1,1,1,0.094674103,0.269106686,0.021243481,0.511962301
1497,1,0.495,1,1,1,1,1,1,0.0123,0.495,0.2694,1,0.3406,1,1,1,1,1,1,0.0124,0.3406,0.2802,1,0.5943,1,1,0.1308,0.5943,0.384,1,1,1,1,1,0.042170804,0.38435331,0.063890681,0.541928468
1498,1,0.4956,1,1,1,1,1,1,0.0064,0.4956,0.3401,1,0.3408,1,1,1,1,1,1,0.0065,0.3408,0.3801,1,0.5942,1,1,0.1129,0.5942,0.3817,1,1,1,1,1,0.027644167,0.520602942,0.114222281,0.555280329
1499,1,0.4962,1,1,1,1,1,1,0.024,0.4962,0.3964,1,0.341,1,1,1,1,1,1,0.0071,0.341,0.4466,1,0.5942,1,1,0.0638,0.5942,0.3952,1,1,1,1,1,0.064090587,0.61809355,0.068158671,0.560355244
1500,1,0.4968,1,1,1,1,1,1,0.0166,0.4968,0.429,1,0.3413,1,1,1,1,1,1,0.0061,0.3413,0.5091,1,0.5942,1,1,0.0496,0.5942,0.3997,1,1,1,1,1,0.049363542,0.639919519,0.088903382,0.559207347
1501,1,0.4974,1,1,1,1,1,1,0.0175,0.4974,0.4177,1,0.3415,1,1,1,1,1,1,0.003,0.3415,0.4771,1,0.5942,1,1,0.0956,0.5942,0.3884,1,1,1,1,1,0.034275468,0.628247261,0.026340038,0.550688739
1502,1,0.498,1,1,1,1,1,1,0.021,0.498,0.4012,1,0.3417,1,1,1,1,1,1,0.0137,0.3417,0.3706,1,0.5942,1,1,0.0909,0.5942,0.4084,1,1,1,1,1,0.047722314,0.570636868,0.06147531,0.545311745
1503,1,0.4986,1,1,1,1,1,1,0.0094,0.4986,0.3398,1,0.342,1,1,1,1,1,1,0.055,0.342,0.3706,1,0.5941,1,1,0.1863,0.5941,0.3863,1,1,1,1,1,0.047855951,0.504211068,0.037697971,0.545432576
1504,1,0.4992,1,1,1,1,1,1,0.0192,0.4992,0.2407,1,0.3422,1,1,1,1,1,1,0.1205,0.3422,0.2872,1,0.5941,1,1,0.1882,0.5941,0.2416,1,1,1,1,1,0.077282041,0.445455372,0.039093956,0.558844853
1505,1,0.4998,1,1,1,1,1,1,0.0461,0.4998,0.0868,1,0.3424,1,1,1,1,1,1,0.1137,0.3424,0.1182,1,0.5941,1,1,0.1013,0.5941,0.0589,1,1,1,1,1,0.139852479,0.284459889,0.007918805,0.59660464
1506,1,0.5004,1,1,1,1,1,1,0.119,0.5004,0,1,0.3427,1,1,1,1,1,1,0.0708,0.3427,0,1,0.5941,1,1,0.2073,0.5941,0,1,1,1,1,1,0.249654144,0,0.014802895,0.63780812
1507,1,0.501,1,1,1,1,1,1,0.0968,0.501,0,1,0.3429,1,1,1,1,1,1,0.0188,0.3429,0,1,0.5941,1,1,0.2674,0.5941,0,1,1,1,1,1,0.159881234,0,0.014252175,0.627839536
1508,1,0.5016,1,1,1,1,1,1,0.0935,0.5016,0,1,0.3431,1,1,1,1,1,1,0.1187,0.3431,0,1,0.5941,1,1,0.2854,0.5941,0,1,1,1,1,1,0.193241999,0,0.01141595,0.603914935
1509,1,0.5022,1,1,1,1,1,1,0.1518,0.5022,0,1,0.3434,1,1,1,1,1,1,0.1169,0.3434,0,1,0.594,1,1,0.2281,0.594,0,1,1,1,1,1,0.201605469,0,0.044721443,0.565671822
1510,1,0.5028,1,1,1,1,1,1,0.2504,0.5028,0,1,0.3436,1,1,1,1,1,1,0.0988,0.3436,0,1,0.594,1,1,0.1717,0.594,0,1,1,1,1,1,0.205421031,0,0.229395524,0.519091348
1511,1,0.5034,1,1,1,1,1,1,0.3273,0.5034,0,1,0.3438,1,1,1,1,1,1,0.2337,0.3438,0,1,0.594,1,1,0.2324,0.594,0,1,1,1,1,1,0.244026467,0,0.425031483,0.478129531
1512,1,0.504,1,1,1,1,1,1,0.2628,0.504,0,1,0.3441,1,1,1,1,1,1,0.2571,0.3441,0,1,0.594,1,1,0.1944,0.594,0,1,1,1,1,1,0.246221781,0,0.517504156,0.451727888
1513,1,0.5046,1,1,1,1,1,1,0.3088,0.5046,0,1,0.3443,1,1,1,1,1,1,0.3382,0.3443,0,1,0.594,1,1,0.1957,0.594,0,1,1,1,1,1,0.273677737,0,0.8923136,0.439705172
1514,1,0.5052,1,1,1,1,1,1,0.2935,0.5052,0,1,0.3445,1,1,1,1,1,1,0.253,0.3445,0,1,0.5939,1,1,0.1971,0.5939,0,1,1,1,1,1,0.296796173,0,0.757583678,0.435596907
1515,1,0.5058,1,1,1,1,1,1,0.2319,0.5058,0,1,0.3448,1,1,1,1,1,1,0.158,0.3448,0,1,0.5939,1,1,0.1682,0.5939,0,1,1,1,1,1,0.216292739,0,0.611205399,0.438738521
1516,1,0.5064,1,1,1,1,1,1,0.2021,0.5064,0,1,0.345,1,1,1,1,1,1,0.2148,0.345,0,1,0.5939,1,1,0.196,0.5939,0,1,1,1,1,1,0.186104119,0,0.328879654,0.455775737
1517,1,0.507,1,1,1,1,1,1,0.1842,0.507,0,1,0.3452,1,1,1,1,1,1,0.2071,0.3452,0,1,0.5939,1,1,0.2109,0.5939,0,1,1,1,1,1,0.162532166,0,0.242443398,0.503383277
1518,1,0.5076,1,1,1,1,1,1,0.2302,0.5076,0,1,0.3455,1,1,1,1,1,1,0.1736,0.3455,0,1,0.5939,1,1,0.3175,0.5939,0,1,1,1,1,1,0.237917796,0,0.158644855,0.576123731
1519,1,0.5082,1,1,1,1,1,1,0.1163,0.5082,0.1375,1,0.3457,1,1,1,1,1,1,0.0702,0.3457,0.1477,1,0.5939,1,1,0.221,0.5939,0.1184,1,1,1,1,1,0.057165042,0.401354492,0.132770866,0.616662639
1520,1,0.5088,1,1,1,1,1,1,0.2503,0.5088,0.3806,1,0.3459,1,1,1,1,1,1,0.1843,0.3459,0.3948,1,0.5938,1,1,0.2187,0.5938,0.3122,1,1,1,1,1,0.222654551,0.723481596,0.36579296,0.624818753
1521,1,0.5094,1,1,1,1,1,1,0.274,0.5094,0.5627,1,0.3462,1,1,1,1,1,1,0.2337,0.3462,0.584,1,0.5938,1,1,0.2226,0.5938,0.4339,1,1,1,1,1,0.272586077,0.913457394,0.839491129,0.626329145
1522,1,0.51,1,1,1,1,1,1,0.3605,0.51,0.7102,1,0.3464,1,1,1,1,1,1,0.4642,0.3464,0.7282,1,0.5938,1,1,0.3714,0.5938,0.589,1,1,1,1,1,0.393836915,0.978453755,0.980626583,0.627174964
1523,1,0.5106,1,1,1,1,1,1,0.302,0.5106,0.7463,1,0.3466,1,1,1,1,1,1,0.3909,0.3466,0.7649,1,0.5938,1,1,0.3436,0.5938,0.6519,1,1,1,1,1,0.333189875,0.989519954,0.981619596,0.62318753
1524,1,0.5112,1,1,1,1,1,1,0.2733,0.5112,0.7455,1,0.3469,1,1,1,1,1,1,0.2359,0.3469,0.7661,1,0.5938,1,1,0.1905,0.5938,0.6772,1,1,1,1,1,0.230534464,0.994743228,0.998116612,0.613883519
1525,1,0.5118,1,1,1,1,1,1,0.2627,0.5118,0.7486,1,0.3471,1,1,1,1,1,1,0.3443,0.3471,0.7688,1,0.5937,1,1,0.2907,0.5937,0.7071,1,1,1,1,1,0.247349426,0.99934423,0.908228636,0.607056549
1526,1,0.5124,1,1,1,1,1,1,0.344,0.5124,0.7211,1,0.3473,1,1,1,1,1,1,0.3999,0.3473,0.7453,1,0.5937,1,1,0.2575,0.5937,0.6782,1,1,1,1,1,0.333247662,0.999901295,0.930409074,0.596846303
1527,1,0.513,1,1,1,1,1,1,0.3479,0.513,0.5753,1,0.3476,1,1,1,1,1,1,0.3819,0.3476,0.5992,1,0.5937,1,1,0.2957,0.5937,0.5303,1,1,1,1,1,0.398359597,0.987040997,0.923501015,0.594308845
1528,1,0.5136,1,1,1,1,1,1,0.355,0.5136,0.3772,1,0.3478,1,1,1,1,1,1,0.5018,0.3478,0.4054,1,0.5937,1,1,0.3933,0.5937,0.333,1,1,1,1,1,0.417876124,0.795351624,0.730341733,0.607781537
1529,1,0.5142,1,1,1,1,1,1,0.3389,0.5142,0.1252,1,0.348,1,1,1,1,1,1,0.5596,0.348,0.1689,1,0.5937,1,1,0.4165,0.5937,0.0911,1,1,1,1,1,0.438909471,0.459366858,0.666773796,0.648682939
1530,1,0.5148,1,1,1,1,1,1,0.3027,0.5148,0,1,0.3483,1,1,1,1,1,1,0.5204,0.3483,0,1,0.5937,1,1,0.3351,0.5937,0,1,1,1,1,1,0.325690359,0,0.517974317,0.694780087
1531,1,0.5154,1,1,1,1,1,1,0.25,0.5154,0,1,0.3485,1,1,1,1,1,1,0.6291,0.3485,0,1,0.5936,1,1,0.369,0.5936,0,1,1,1,1,1,0.291058332,0,0.510727048,0.685476075
1532,1,0.516,1,1,1,1,1,1,0.1496,0.516,0,1,0.3487,1,1,1,1,1,1,0.2461,0.3487,0,1,0.5936,1,1,0.4338,0.5936,0,1,1,1,1,1,0.15745604,0,0.821688533,0.660947318
1533,1,0.5166,1,1,1,1,1,1,0.1502,0.5166,0,1,0.349,1,1,1,1,1,1,0.451,0.349,0,1,0.5936,1,1,0.4162,0.5936,0,1,1,1,1,1,0.176233798,0,0.92461437,0.619441759
1534,1,0.5172,1,1,1,1,1,1,0.1766,0.5172,0,1,0.3492,1,1,1,1,1,1,0.4751,0.3492,0,1,0.5936,1,1,0.3383,0.5936,0,1,1,1,1,1,0.156323105,0,0.883757532,0.564765587
1535,1,0.5178,1,1,1,1,1,1,0.2282,0.5178,0,1,0.3494,1,1,1,1,1,1,0.1944,0.3494,0,1,0.5936,1,1,0.3783,0.5936,0,1,1,1,1,1,0.089333974,0,1,0.51782262
1536,1,0.5184,1,1,1,1,1,1,0.3397,0.5184,0,1,0.3497,1,1,1,1,1,1,0.2574,0.3497,0,1,0.5935,1,1,0.3557,0.5935,0,1,1,1,1,1,0.198557124,0,0.997292638,0.488279362
1537,1,0.519,1,1,1,1,1,1,0.3249,0.519,0,1,0.3499,1,1,1,1,1,1,0.2861,0.3499,0,1,0.5935,1,1,0.3852,0.5935,0,1,1,1,1,1,0.232267097,0,0.996933699,0.475289995
1538,1,0.5196,1,1,1,1,1,1,0.3255,0.5196,0,1,0.3501,1,1,1,1,1,1,0.3246,0.3501,0,1,0.5935,1,1,0.3626,0.5935,0,1,1,1,1,1,0.265490353,0,1,0.470275495
1539,1,0.5202,1,1,1,1,1,1,0.3212,0.5202,0,1,0.3504,1,1,1,1,1,1,0.1862,0.3504,0,1,0.5935,1,1,0.2604,0.5935,0,1,1,1,1,1,0.187989026,0,1,0.472450459
1540,1,0.5208,1,1,1,1,1,1,0.3483,0.5208,0,1,0.3506,1,1,1,1,1,1,0.0951,0.3506,0,1,0.5935,1,1,0.3385,0.5935,0,1,1,1,1,1,0.200842947,0,1,0.488400193
1541,1,0.5214,1,1,1,1,1,1,0.3277,0.5214,0,1,0.3508,1,1,1,1,1,1,0.1033,0.3508,0,1,0.5935,1,1,0.3848,0.5935,0,1,1,1,1,1,0.191434443,0,1,0.535041083
1542,1,0.522,1,1,1,1,1,1,0.3235,0.522,0,1,0.3511,1,1,1,1,1,1,0.3182,0.3511,0,1,0.5934,1,1,0.3831,0.5934,0,1,1,1,1,1,0.255384654,0,1,0.605969067
1543,1,0.5226,1,1,1,1,1,1,0.2762,0.5226,0.156,1,0.3513,1,1,1,1,1,1,0.2225,0.3513,0.166,1,0.5934,1,1,0.3689,0.5934,0.139,1,1,1,1,1,0.262080729,0.483776748,0.960467696,0.643547608
1544,1,0.5232,1,1,1,1,1,1,0.2765,0.5232,0.404,1,0.3515,1,1,1,1,1,1,0.2767,0.3515,0.415,1,0.5934,1,1,0.3076,0.5934,0.3795,1,1,1,1,1,0.193793297,0.814071298,0.938319087,0.646930884
1545,1,0.5238,1,1,1,1,1,1,0.1304,0.5238,0.5895,1,0.3518,1,1,1,1,1,1,0.0151,0.3518,0.5985,1,0.5934,1,1,0.0827,0.5934,0.593,1,1,1,1,1,0.054422088,0.990100026,0.999763072,0.640103915
1546,1,0.5244,1,1,1,1,1,1,0.1045,0.5244,0.7352,1,0.352,1,1,1,1,1,1,0.1514,0.352,0.7319,1,0.5934,1,1,0.1814,0.5934,0.7196,1,1,1,1,1,0.086182997,1,0.583948493,0.637083132
1547,1,0.525,1,1,1,1,1,1,0.0368,0.525,0.7585,1,0.3522,1,1,1,1,1,1,0.1313,0.3522,0.7612,1,0.5933,1,1,0.2082,0.5933,0.7427,1,1,1,1,1,0.031177094,1,0.413773507,0.632068632
1548,1,0.5256,1,1,1,1,1,1,0.077,0.5256,0.7574,1,0.3525,1,1,1,1,1,1,0.0958,0.3525,0.7616,1,0.5933,1,1,0.1119,0.5933,0.7419,1,1,1,1,1,0.061385352,1,0.262270868,0.620650072
1549,1,0.5262,1,1,1,1,1,1,0.0498,0.5262,0.7564,1,0.3527,1,1,1,1,1,1,0.0143,0.3527,0.7613,1,0.5933,1,1,0.0525,0.5933,0.7424,1,1,1,1,1,0.036392156,1,0.15420559,0.613521025
1550,1,0.5268,1,1,1,1,1,1,0.067,0.5268,0.7218,1,0.353,1,1,1,1,1,1,0.0121,0.353,0.734,1,0.5933,1,1,0.0587,0.5933,0.6984,1,1,1,1,1,0.058449108,1,0.246384919,0.603250362
1551,1,0.5274,1,1,1,1,1,1,0.0571,0.5274,0.5695,1,0.3532,1,1,1,1,1,1,0.0102,0.3532,0.5963,1,0.5933,1,1,0.0813,0.5933,0.5422,1,1,1,1,1,0.056665756,0.97612685,0.216501474,0.595577574
1552,1,0.528,1,1,1,1,1,1,0.0694,0.528,0.3748,1,0.3534,1,1,1,1,1,1,0.0358,0.3534,0.4114,1,0.5932,1,1,0.072,0.5932,0.3423,1,1,1,1,1,0.099626571,0.791853249,0.123714931,0.606694055
1553,1,0.5286,1,1,1,1,1,1,0.0264,0.5286,0.1256,1,0.3537,1,1,1,1,1,1,0.0148,0.3537,0.1663,1,0.5932,1,1,0.1195,0.5932,0.0972,1,1,1,1,1,0.042031806,0.457255661,0.215923622,0.641070565
1554,1,0.5292,1,1,1,1,1,1,0.0534,0.5292,0,1,0.3539,1,1,1,1,1,1,0.055,0.3539,0,1,0.5932,1,1,0.1628,0.5932,0,1,1,1,1,1,0.043649055,0,0.310427368,0.685596907
1555,1,0.5298,1,1,1,1,1,1,0.0291,0.5298,0,1,0.3541,1,1,1,1,1,1,0.058,0.3541,0,1,0.5932,1,1,0.1319,0.5932,0,1,1,1,1,1,0.026875766,0,0.136234954,0.678830353
1556,1,0.5304,1,1,1,1,1,1,0.0764,0.5304,0,1,0.3544,1,1,1,1,1,1,0.2384,0.3544,0,1,0.5932,1,1,0.0943,0.5932,0,1,1,1,1,1,0.057644419,0,0.217378199,0.655630739
1557,1,0.531,1,1,1,1,1,1,0.0967,0.531,0,1,0.3546,1,1,1,1,1,1,0.3604,0.3546,0,1,0.5932,1,1,0.0735,0.5932,0,1,1,1,1,1,0.095883094,0,0.20558165,0.612977284
1558,1,0.5316,1,1,1,1,1,1,0.1877,0.5316,0,1,0.3548,1,1,1,1,1,1,0.4591,0.3548,0,1,0.5931,1,1,0.0554,0.5931,0,1,1,1,1,1,0.241718143,0,0.317156315,0.555582407
1559,1,0.5322,1,1,1,1,1,1,0.3311,0.5322,0,1,0.3551,1,1,1,1,1,1,0.6695,0.3551,0,1,0.5931,1,1,0.1163,0.5931,0,1,1,1,1,1,0.493620723,0,0.256201893,0.504652006
1560,1,0.5328,1,1,1,1,1,1,0.3806,0.5328,0,1,0.3553,1,1,1,1,1,1,0.6213,0.3553,0,1,0.5931,1,1,0.1789,0.5931,0,1,1,1,1,1,0.592777312,0,0.149195015,0.473175447
1561,1,0.5334,1,1,1,1,1,1,0.3486,0.5334,0,1,0.3555,1,1,1,1,1,1,0.6385,0.3555,0,1,0.5931,1,1,0.2135,0.5931,0,1,1,1,1,1,0.517985404,0,0.102514461,0.457165297
1562,1,0.534,1,1,1,1,1,1,0.4482,0.534,0,1,0.3558,1,1,1,1,1,1,0.6365,0.3558,0,1,0.5931,1,1,0.2458,0.5931,0,1,1,1,1,1,0.620130897,0,0.27019456,0.448646689
1563,1,0.5346,1,1,1,1,1,1,0.4484,0.5346,0,1,0.356,1,1,1,1,1,1,0.6943,0.356,0,1,0.593,1,1,0.2732,0.593,0,1,1,1,1,1,0.618587911,0,0.308137417,0.448888352
1564,1,0.5352,1,1,1,1,1,1,0.5334,0.5352,0,1,0.3562,1,1,1,1,1,1,0.8376,0.3562,0,1,0.593,1,1,0.2634,0.593,0,1,1,1,1,1,0.621738613,0,0.306639552,0.46157564
1565,1,0.5358,1,1,1,1,1,1,0.5323,0.5358,0,1,0.3565,1,1,1,1,1,1,0.595,0.3565,0,1,0.593,1,1,0.2343,0.593,0,1,1,1,1,1,0.548516572,0,0.391302884,0.506524891
1566,1,0.5364,1,1,1,1,1,1,0.5598,0.5364,0,1,0.3567,1,1,1,1,1,1,0.6906,0.3567,0,1,0.593,1,1,0.2747,0.593,0,1,1,1,1,1,0.504590452,0,0.713812232,0.574311261
1567,1,0.537,1,1,1,1,1,1,0.454,0.537,0.1417,1,0.3569,1,1,1,1,1,1,0.6856,0.3569,0.1471,1,0.593,1,1,0.2656,0.593,0.1099,1,1,1,1,1,0.408154339,0.442769974,0.861481071,0.608144031
1568,1,0.5376,1,1,1,1,1,1,0.3085,0.5376,0.3746,1,0.3572,1,1,1,1,1,1,0.484,0.3572,0.3839,1,0.593,1,1,0.2203,0.593,0.3035,1,1,1,1,1,0.228254497,0.762160182,0.763051391,0.609231513
1569,1,0.5382,1,1,1,1,1,1,0.6375,0.5382,0.555,1,0.3574,1,1,1,1,1,1,0.4636,0.3574,0.5632,1,0.5929,1,1,0.1925,0.5929,0.4643,1,1,1,1,1,0.308171183,0.936788559,0.994457245,0.605123248
1570,1,0.5388,1,1,1,1,1,1,0.5965,0.5388,0.6888,1,0.3576,1,1,1,1,1,1,0.3707,0.3576,0.6936,1,0.5929,1,1,0.1937,0.5929,0.6647,1,1,1,1,1,0.273568451,0.984285474,1,0.60161914
1571,1,0.5394,1,1,1,1,1,1,0.6244,0.5394,0.7151,1,0.3579,1,1,1,1,1,1,0.3582,0.3579,0.7288,1,0.5929,1,1,0.1904,0.5929,0.6901,1,1,1,1,1,0.313525498,0.997968912,1,0.594490092
1572,1,0.54,1,1,1,1,1,1,0.568,0.54,0.7191,1,0.3581,1,1,1,1,1,1,0.2126,0.3581,0.7308,1,0.5929,1,1,0.2786,0.5929,0.6863,1,1,1,1,1,0.250249505,0.996667266,1,0.585669406
1573,1,0.5406,1,1,1,1,1,1,0.5078,0.5406,0.7169,1,0.3583,1,1,1,1,1,1,0.1579,0.3583,0.7273,1,0.5929,1,1,0.4245,0.5929,0.6392,1,1,1,1,1,0.196273774,0.995894432,1,0.580654906
1574,1,0.5412,1,1,1,1,1,1,0.5223,0.5412,0.6913,1,0.3586,1,1,1,1,1,1,0.1564,0.3586,0.7098,1,0.5928,1,1,0.0747,0.5928,0.6379,1,1,1,1,1,0.161538795,0.995304465,1,0.57002175
1575,1,0.5418,1,1,1,1,1,1,0.4745,0.5418,0.5456,1,0.3588,1,1,1,1,1,1,0.1811,0.3588,0.5645,1,0.5928,1,1,0.0691,0.5928,0.5102,1,1,1,1,1,0.180149138,0.943608224,1,0.564826003
1576,1,0.5424,1,1,1,1,1,1,0.5855,0.5424,0.3435,1,0.359,1,1,1,1,1,1,0.3191,0.359,0.3522,1,0.5928,1,1,0.4247,0.5928,0.3017,1,1,1,1,1,0.354545683,0.689433098,1,0.572680039
1577,1,0.543,1,1,1,1,1,1,0.5818,0.543,0.1074,1,0.3593,1,1,1,1,1,1,0.2541,0.3593,0.1413,1,0.5928,1,1,0.5403,0.5928,0.066,1,1,1,1,1,0.453181565,0.290395975,1,0.604700338
1578,1,0.5436,1,1,1,1,1,1,0.5596,0.5436,0,1,0.3595,1,1,1,1,1,1,0.3209,0.3595,0,1,0.5928,1,1,0.631,0.5928,0,1,1,1,1,1,0.550240397,0,1,0.646326728
1579,1,0.5442,1,1,1,1,1,1,0.537,0.5442,0,1,0.3597,1,1,1,1,1,1,0.3474,0.3597,0,1,0.5928,1,1,0.5804,0.5928,0,1,1,1,1,1,0.571475267,0,1,0.636478975
1580,1,0.5448,1,1,1,1,1,1,0.5935,0.5448,0,1,0.36,1,1,1,1,1,1,0.5626,0.36,0,1,0.5927,1,1,0.4469,0.5927,0,1,1,1,1,1,0.577341855,0,1,0.611950217
1581,1,0.5454,1,1,1,1,1,1,0.5752,0.5454,0,1,0.3602,1,1,1,1,1,1,0.6834,0.3602,0,1,0.5927,1,1,0.5157,0.5927,0,1,1,1,1,1,0.590707898,0,1,0.569296762
1582,1,0.5461,1,1,1,1,1,1,0.5973,0.5461,0,1,0.3604,1,1,1,1,1,1,0.7201,0.3604,0,1,0.5927,1,1,0.6573,0.5927,0,1,1,1,1,1,0.52090621,0,1,0.513835186
